WDPAID,WDPA_PID,NAME,unique_id,area_km2,STATUS_YR,iucnCatOrd,IUCN_CAT,DESIG_ENG,GIS_AREA,Continent,Country,own_pa_id,functional_biome_num,nitrogen_depo,olson_biome_num,human_modification,climatic_region_num,MaxTemp,elevation,MAT,MAP,BurnedAreaMean,EVI,climatic_region,olson_biome,functional_biome,land_cover,PaAge
19920,19920,Rock Point Provincial Park (Recreational Class),Canada_19920,1.85553807653615,1957,3,II,Provincial Park,1.85553574924989,North America,Canada,12070,2,986.017944335937,4,0.465014129877091,25,27.2499980926514,174.247421264648,9.35076713562012,86.1815185546875,0,2571.77612304688,Cold,Temperate Broadleaf & Mixed Forests,SMC,ClosedForestDeciduousBroad,66
19924,19924,Sibbald Point Provincial Park (Recreational Class),Canada_19924,2.2140640639066,1957,3,II,Provincial Park,2.21406255170517,North America,Canada,12072,17,880.489318847656,4,0.424454182386398,26,28.2484245300293,229.085556030273,7.48579978942871,70.3393630981445,0,2487.021484375,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestDeciduousBroad,66
19927,19927,Springwater Provincial Park (Recreational Class),Canada_19927,1.93760781547483,1958,3,II,Provincial Park,1.93760439616386,North America,Canada,12073,17,880.489318847656,4,0.453420519828796,26,27.8339099884033,212.822891235352,7.43812417984009,68.7890167236328,0,3003.52612304688,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestOther,65
19930,19930,W.J.B. Greenwood Provincial Park (Recreational Class),Canada_19930,4.59068379047059,1985,3,II,Provincial Park,4.59075487294351,North America,Canada,12076,5,450.41015625,4,0.0882927253842354,26,25.9616432189941,314.862823486328,3.67333459854126,72.7011337280274,0.000139134514029138,2610.63037109375,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,38
19931,19931,Wheatley Provincial Park (Recreational Class),Canada_19931,2.35788589414059,1971,3,II,Provincial Park,2.35788358227681,North America,Canada,12077,14,952.667114257813,4,0.466691315174103,25,28.6968078613281,175.837890625,9.9791784286499,84.6061401367188,0,3023.45678710938,Cold,Temperate Broadleaf & Mixed Forests,SMB,ClosedForestDeciduousBroad,52
19932,19932,Windy Lake Provincial Park (Recreational Class),Canada_19932,1.38956406557458,1959,3,II,Provincial Park,1.38954920219991,North America,Canada,12078,5,448.727691650391,4,0.265941202640533,26,27.4676494598389,365.598175048828,4.20737457275391,75.6400146484375,0,1929.88562011719,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,64
19941,19941,Little Current River Provincial Park,Canada_19941,96.8172973533871,1989,3,II,Provincial Park,96.817312516387,North America,Canada,12083,5,275.027587890625,6,0.000126190381706692,26,25.9402198791504,200.57080078125,1.21141910552979,57.6569595336914,0.000125828228192404,1902.77270507813,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,34
19942,19942,Lower Madawaska River Provincial Park (Waterway Class),Canada_19942,12.6669443610629,1989,3,II,Provincial Park,12.6669535698133,North America,Canada,12084,5,626.521118164063,4,0.100370861589909,26,28.7842636108398,272.067230224609,5.92623233795166,68.4508895874023,0,3193.87817382813,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,34
19944,19944,Missinaibi Provincial Park (Waterway Class),Canada_19944,1161.54023397785,1970,3,II,Provincial Park,1161.54047229881,North America,Canada,12086,5,300.471343994141,6,0.0012045856565237,26,26.1420135498047,288.998809814453,2.3284866809845,71.5835800170899,4.44176112068817e-06,2396.66772460938,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,53
19950,19950,Pipestone River Provincial Park,Canada_19950,965.880182104994,1989,3,II,Provincial Park,965.880439131279,North America,Canada,12091,5,259.596496582031,6,0.000145219280966558,27,25.6732063293457,314.924224853516,0.266759157180786,60.5368385314942,0.00847296137362719,1590.9091796875,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,34
19951,19951,Severn River Provincial Park,Canada_19951,798.460534458727,1989,3,II,Provincial Park,798.46099073375,North America,Canada,12092,17,202.49089050293,6,7.70348269725218e-05,27,22.8252964019775,178.266952514648,-1.25653839111328,45.9468307495117,0.000138232222525403,1332.51208496094,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,34
19961,19961_A,Prince Leopold Island Migratory Bird Sanctuary,NA_19961_A,63.7596788240299,1992,2,Ib,Migratory Bird Sanctuary,63.7596817537058,"","",12096,,14.6817598342896,11,0.00600421987473965,29,4.28523969650269,84.4028167724609,-12.1312265396118,39.0023002624512,,-225.011672973633,Polar,Tundra,"",MossAndLichen,31
19962,19962_A,Cape Parry Migratory Bird Sanctuary,NA_19962_A,1.03695143756143,1961,1,Ia,Migratory Bird Sanctuary,1.03696393700789,"","",12097,,21.3899993896484,11,0.0158702041953802,29,10.4461793899536,12.803409576416,-8.43163394927979,17.8530082702637,,-249.207244873047,Polar,Tundra,"",MossAndLichen,62
19967,19967,Milk River Natural Area,United States of America_19967,55.3927668720606,1987,2,Ib,Natural Area,55.3928286080469,North America,United States of America,12099,13,352.730010986328,8,0.0663855522871018,7,31.1493396759033,936.060913085938,5.50216722488403,27.048360824585,0.00738744391128421,1120.826171875,Arid,"Temperate Grasslands, Savannas & Shrublands",SLB,HerbacousVeg,36
19984,19984,Serrania de Chiribiquete,Colombia_19984,42661.6880887239,1989,3,II,National Natural Park,42852.9645229014,South America,Colombia,12101,24,429.352813720703,1,0.0724725276231766,1,33.0792694091797,308.137878417969,24.7984867095947,285.067047119141,0.000160260184202343,4690.89453125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,34
19991,19991,Puinawai,Colombia_19991,10952.2667941905,1989,1,Ia,Nature Reserve,11001.0934709858,South America,Colombia,12102,24,355.14013671875,1,0.0209402274340391,1,33.270809173584,173.868789672852,25.0899181365967,245.384048461914,1.39513440444716e-05,4448.4091796875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,34
19992,19992,Nukak,Colombia_19992,8755.72157333333,1989,1,Ia,Nature Reserve,8794.875104637,South America,Colombia,12103,24,454.483612060547,1,0.0765572637319565,1,33.1353721618652,266.697723388672,24.6725769042969,262.014953613281,8.31606375868432e-05,4884.7451171875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,34
20,20,Lihué Calel,Argentina_20,325.545743961816,1976,3,II,National Park,325.277971874749,South America,Argentina,12106,20,242.069808959961,8,0.0728906393051148,7,34.0041122436523,271.214935302734,16.0965156555176,40.8488349914551,0.0562517605721951,1560.78210449219,Arid,"Temperate Grasslands, Savannas & Shrublands",SMN,Shrubs,47
200,200,La Tigra,Honduras_200,242.628001091459,1980,3,II,National Park,243.521136744,North America,Honduras,12107,24,554.238708496094,1,0.334496974945068,12,28.9040813446045,1394.96301269531,19.5000343322754,101.041511535645,0.0143151981756091,3818.24853515625,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,43
20003,20003,Limoncocha,Ecuador_20003,36.7346875562271,1985,2,Ib,Biological Reserve,36.7346863979021,South America,Ecuador,12109,24,470.785797119141,1,0.297315835952759,1,31.0496845245361,269.17333984375,25.5586318969727,274.066711425781,0,3821.19482421875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,38
20054,20054,Dinira,Venezuela_20054,455.411497050223,1988,3,II,National Park (PN),457.28554587722,South America,Venezuela,12118,24,1084.53686523438,1,0.244014292955399,15,21.2709426879883,2326.28247070313,14.0016765594482,182.727416992188,0.00176739925518632,3384.919921875,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,35
20058,20058,Korup,Cameroon_20058,1262.53841965443,1986,3,II,National Park,1270.90972958991,Africa,Cameroon,12119,24,1421.98937988281,1,0.13484762609005,2,34.5634918212891,863.918518066406,25.1432609558105,302.818908691406,0.000183854295755737,3409.30908203125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,37
20063,20063,Corredor Biológico Chichinautzin,Mexico_20063,373.3172207316,1988,1,Ia,Flora and Fauna Protection Area,374.446071610772,North America,Mexico,12122,11,1087.32800292969,3,0.49493995308876,12,25.3239822387695,2509.046875,15.0852975845337,137.393081665039,0.00801470130681992,3395.45776367188,Temperate,Tropical & Subtropical Coniferous Forests,TMD,ClosedForestMixed,35
20134,20134,Pantanos de Centla,Mexico_20134,3035.82393501645,1992,1,Ia,Biosphere Reserve,3045.55233566727,North America,Mexico,12161,24,614.854064941406,1,0.242450535297394,3,36.868953704834,2.74916386604309,27.2347450256348,120.205894470215,0.0697831809520721,3729.57543945313,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,HerbaceousWetland,31
20166,20166,Mbam et Djerem,Cameroon_20166,4288.14824361531,2000,3,II,National Park,4316.44795185752,Africa,Cameroon,12164,24,984.711059570312,7,0.0950625389814377,3,35.2726058959961,779.155395507813,24.2405776977539,143.671569824219,0.0412715673446655,4040.86328125,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",THN,ClosedForestEvergreenBroad,23
20174,20174,Iles Ehotile National Park,Ivory Coast_20174,7.22774631408474,1974,3,II,National Park,7.27566718719422,Africa,Ivory Coast,12167,24,853.36962890625,14,0.375783175230026,3,29.2622795104981,72.3354339599609,26.7242412567139,117.836235046387,9.63762286119163e-05,2275.26708984375,Tropical,Mangroves,THN,ClosedForestEvergreenBroad,49
20225,20225,St. Herman's Blue Hole,Belize_20225,2.68925239741057,1986,3,II,National Park,2.70443105318,North America,Belize,12181,24,340.458862304688,1,0.181969925761223,2,32.232852935791,120.074729919434,25.7592506408691,142.036361694336,0.00463483668863773,5313.8017578125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,37
20226,20226,Shipstern Nature Reserve,Belize_20226,76.777949616158,1989,3,II,Private Reserve,77.1941957203,North America,Belize,12182,24,323.188934326172,14,0.158251151442528,3,31.1803970336914,1.20198810100555,26.7220363616943,134.034393310547,0.000465648859972134,2319.28686523438,Tropical,Mangroves,THN,HerbaceousWetland,34
20230,20230,Chiquibul,Guatemala_20230,1067.58561810594,1991,3,II,National Park,1073.32322019,North America,Guatemala,12184,24,587.98046875,1,0.110296249389648,2,30.4178504943848,637.655517578125,23.2235336303711,126.426795959473,0.00377319240942597,5160.30859375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,32
20264,20264,Pico de Basilé,NA_20264,322.56145538044,2000,3,II,National Park,324.718396471,"","",12186,20,1109.7919921875,1,0.181822583079338,15,23.1256580352783,1378.1103515625,19.155647277832,418.218780517578,0,2565.25708007813,Temperate,Tropical & Subtropical Moist Broadleaf Forests,SMN,ClosedForestEvergreenBroad,23
20267,20267,Monte Alén,Equatorial Guinea_20267,1939.33593202287,1990,3,II,National Park,1952.38829565,Africa,Equatorial Guinea,12187,24,1043.53576660156,1,0.108203783631325,2,28.7065010070801,602.014404296875,23.442834854126,308.323791503906,1.14387621579226e-05,3108.15893554688,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,33
20268,20268,Altos de Nsork,Gabon_20268,692.841841812061,2000,3,II,National Park,697.507404034,Africa,Gabon,12188,24,1063.1865234375,1,0.117131441831589,3,30.0274066925049,525.992919921875,23.855016708374,170.083221435547,0,3187.69604492188,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,23
20272,20272,Befotaka Midongy,Madagascar_20272,3110.6191032748,1953,3,II,National Park,3110.61897167419,Africa,Madagascar,12189,24,195.179260253906,1,0.219897672533989,11,27.1377067565918,755.580017089844,19.26491355896,226.676635742188,0.0241331160068512,4128.57177734375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,70
20273,20273,Zombitse Vohibasia,Madagascar_20273,807.467174621665,1997,3,II,National Park,807.472970224474,Africa,Madagascar,12190,8,221.59162902832,13,0.175395056605339,11,33.2129707336426,694.682373046875,22.5804443359375,54.7167778015137,0.0576911084353924,2914.9462890625,Temperate,Deserts & Xeric Shrublands,SMD,HerbacousVeg,26
20287,20287,Ranomafana,Madagascar_20287,728.348755413769,1991,3,II,National Park,728.34855051406,Africa,Madagascar,12192,24,263.663848876953,1,0.18392376601696,15,26.3014335632324,1069.01635742188,18.3502521514893,180.920562744141,0.00882812775671482,4178.7177734375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,32
2029,2029,Croajingolong,Australia_2029,885.175531581504,2013,3,II,National Park,886.6958432902,Oceania,Australia,12193,24,177.952026367188,4,0.0114912148565054,15,24.1863861083984,55.6966094970703,15.2054014205933,75.7964172363281,0.0388215035200119,3718.95654296875,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestEvergreenBroad,10
20295,20295,Limpopo,South Africa_20295,11015.5915735171,2001,3,II,National Park,11015.3871472904,Africa,South Africa,12195,8,207.162780761719,7,0.0502647459506989,6,34.4815711975098,237.258636474609,24.0209922790527,39.4585456848145,0.100960321724415,2709.67504882813,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SMD,OpenForestOther,22
20299,20299,Cross River,Cameroon_20299,3296.87122337782,1991,3,II,National Park,3318.66070300099,Africa,Cameroon,12196,24,1318.994140625,1,0.16605381667614,2,35.807502746582,324.145690917969,25.4865112304688,252.426040649414,0.00319969654083252,3196.05029296875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,32
20341,20341,Chirinda,Mozambique_20341,9.54173894965389,1951,2,Ib,State Forest,9.59028772539841,Africa,Mozambique,12204,12,190.544677734375,7,0.217923179268837,12,28.0772476196289,1083.76989746094,18.38671875,83.3963623046875,0.00123269052710384,4637.1669921875,Temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",THD,ClosedForestEvergreenBroad,72
20378,20378,Gunung Palung,Indonesia_20378,1081.96910265716,,3,II,National Park,1089.25453590136,Asia,Indonesia,12224,24,476.389953613281,1,0.137397840619087,1,31.7336082458496,137.024490356445,26.008207321167,312.319091796875,0.00240336870774627,4912.35693359375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,
20382,20382,Mutis Timau,Indonesia_20382,128.733522043227,1999,1,Ia,Nature Reserve,129.553004461247,Asia,Indonesia,12225,12,519.549255371094,2,0.3030164539814,12,27.4474563598633,1185.50048828125,18.444055557251,163.043121337891,0.0085894213989377,4023.09692382813,Temperate,Tropical & Subtropical Dry Broadleaf Forests,THD,ClosedForestEvergreenBroad,24
20445,20445,Phrumsengla National Park,Bhutan_20445,906.438899069624,1993,3,II,Phrumsengla National Park,907.9205838,Asia,Bhutan,12229,24,4091.42700195313,5,0.116391159594059,12,17.9587078094482,3079.86352539063,7.4428129196167,239.920394897461,3.76324605895206e-05,2649.3818359375,Temperate,Temperate Conifer Forests,THN,ClosedForestEvergreenNeedle,30
20453,20453,Endau Rompin (Johor) National Park,Malaysia_20453,483.790508403208,1993,3,II,National Park,487.045230513796,Asia,Malaysia,12230,24,1201.22314453125,1,0.0747370272874832,1,30.1027297973633,319.905059814453,24.9656238555908,248.319427490234,0,4296.1513671875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,30
20680,20680,Ilisu State Nature Reserve,Azerbaijan_20680,125.082035542196,1987,1,Ia,State Nature Reserve,125.186457352628,Asia,Azerbaijan,12288,17,752.313415527344,4,0.244946628808975,26,25.7601642608643,1579.12756347656,6.96010065078735,115.455673217773,2.42612759393523e-06,3088.55688476563,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestDeciduousBroad,36
20931,20931,Hutan Pinus/ Janthoi,Indonesia_20931,153.493605114384,,1,Ia,Nature Reserve,154.511257034202,Asia,Indonesia,12420,24,889.032470703125,1,0.23815144598484,1,27.9870738983154,643.2421875,22.7703533172607,239.917907714844,0.00495978724211454,4836.44091796875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,
20935,20935,Sierra Alhamilla,Spain_20935,81.0562209984909,1989,3,II,Nature Place,81.055300229889,Europe,Spain,12422,7,712.540405273438,12,0.255569279193878,7,31.9008693695068,904.822631835938,15.2932348251343,27.1994514465332,0,1620.37353515625,Arid,"Mediterranean Forests, Woodlands & Scrub",SLD,Shrubs,34
20936,20936,Marismas del Río Piedras y Flecha del Rompido,Spain_20936,24.062144975949,1989,3,II,Nature Place,24.0621497225979,Europe,Spain,12423,8,534.292358398438,12,0.474897861480713,8,34.4237442016602,12.0744190216064,18.8880653381348,43.6741409301758,0,1835.75891113281,Temperate,"Mediterranean Forests, Woodlands & Scrub",SMD,HerbaceousWetland,34
20939,20939,Desfiladero de los Gaitanes,Spain_20939,21.8005749051182,1989,3,II,Nature Place,21.8005737528862,Europe,Spain,12425,8,613.260131835938,12,0.36393803358078,8,34.1474609375,684.824523925781,15.5827836990356,45.2177314758301,0.00041911395965144,2395.84350585938,Temperate,"Mediterranean Forests, Woodlands & Scrub",SMD,OpenForestOther,34
20941,20941,Los Reales de Sierra Bermeja,Spain_20941,12.1259692032585,1989,3,II,Nature Place,12.1259691797199,Europe,Spain,12426,8,615.317504882813,12,0.282429873943329,9,27.8100833892822,1105.35314941406,13.9862546920776,94.8877944946289,0.0359854064881802,2654.33325195313,Temperate,"Mediterranean Forests, Woodlands & Scrub",SMD,ClosedForestEvergreenNeedle,34
20987,20987,Ñacunday,Paraguay_20987,23.1972881888797,1973,3,II,National Park,23.2937540475839,South America,Paraguay,12449,24,940.350830078125,1,0.18603789806366,14,33.4529151916504,176.150299072266,21.8330669403076,151.149978637695,0.00376097811385989,4865.708984375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,50
21,21,El Palmar,Argentina_21,82.2067081911702,1966,3,II,National Park,82.2679083168887,South America,Argentina,12454,24,647.053100585938,8,0.20133550465107,14,32.3554534912109,21.6107864379883,18.6108207702637,117.549835205078,0.0246177725493908,3478.22729492188,Temperate,"Temperate Grasslands, Savannas & Shrublands",THN,HerbacousVeg,57
21003,21003,San Rafael,Paraguay_21003,666.019847988517,1992,3,II,National Park,668.732664620354,South America,Paraguay,12455,24,969.782104492188,1,0.205097272992134,14,33.2662391662598,201.647674560547,21.6713047027588,157.397308349609,0.0358955748379231,4963.9482421875,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,31
21194,21194,Babine Mountains Park,Canada_21194,314.743718196131,1984,3,II,A - Park,314.743883141934,North America,Canada,12473,5,179.659088134766,5,0.0150974718853831,29,17.3179931640625,1490.08544921875,-0.873293399810791,77.3397903442383,0,1230.38244628906,Polar,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,39
21195,21195,Coquihalla Summit Recreation Area,Canada_21195,57.5872014201551,1987,3,II,Recreation Area,57.5871089736675,North America,Canada,12474,5,364.757629394531,5,0.233954086899757,19,23.6353607177734,1396.44287109375,3.18530774116516,129.135498046875,0.000343673018505797,1816.8369140625,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,36
21196,21196,Eskers Park,Canada_21196,40.4719896518192,1987,3,II,A - Park,40.4719393351982,North America,Canada,12475,5,233.572937011719,5,0.0701129883527756,26,25.0356712341309,1357.28674316406,4.57181787490845,44.6901435852051,0,2017.53869628906,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,36
21199,21199,Kalamalka Lake Park,Canada_21199,32.1810815572676,1975,3,II,A - Park,32.1812328755099,North America,Canada,12478,5,272.981750488281,5,0.266323357820511,7,30.3005046844482,735.539794921875,8.43037414550781,35.5913276672363,2.08861160899687e-06,1944.85400390625,Arid,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,48
21200,21200,Kinaskan Lake Park,Canada_21200,18.6293098375991,1987,3,II,A - Park,18.629407852725,North America,Canada,12481,4,63.087345123291,6,0.00397228775545955,19,20.4065322875977,783.435668945313,2.76627731323242,69.525520324707,0,1739.32641601563,Cold,Boreal Forests/Taiga,TLC,ClosedForestEvergreenNeedle,36
21212,21212,Moconá,Brazil_21212,7.53161733078697,1988,3,II,Provincial Park,7.56153921754073,South America,Brazil,12482,24,1211.7255859375,1,0.145505115389824,14,33.236270904541,131.504745483398,21.0562896728516,160.125625610352,2.64102454821114e-05,4926.7861328125,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,35
21215,21215,Ernesto Tornquist,Argentina_21215,70.2432800469688,2001,3,II,Provincial Park,70.3735691805269,South America,Argentina,12484,20,395.977661132813,8,0.290686756372452,15,28.7750205993652,572.053894042969,12.4852867126465,67.0655136108399,0.0484151728451252,2528.27099609375,Temperate,"Temperate Grasslands, Savannas & Shrublands",SMN,HerbacousVeg,22
21216,21216,Cerro Aconcagua,Argentina_21216,657.059636154364,1983,3,II,Provincial Park,659.135864341575,South America,Argentina,12485,1,341.535614013672,10,0.140969038009644,29,10.2868986129761,4127.9296875,-6.6911997795105,70.7063217163086,2.87236307485728e-05,154.452697753906,Polar,Montane Grasslands & Shrublands,SLC,Bare,40
21217,21217,Urugua-í,Argentina_21217,851.736503666655,1988,3,II,Provincial Park,855.251647849923,South America,Argentina,12486,24,1135.73352050781,1,0.148769110441208,14,31.1086254119873,421.009979248047,20.960470199585,176.385147094727,7.62072959332727e-05,5116.45654296875,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,35
213,213,Iztaccíhuatl-Popocatépetl,Mexico_213,398.497255481812,2011,3,II,National Park,399.704827636888,North America,Mexico,12497,11,1149.05090332031,3,0.208988174796104,12,20.0929870605469,3745.12133789063,9.33746719360352,119.352699279785,0.0181710366159678,2299.62622070313,Temperate,Tropical & Subtropical Coniferous Forests,TMD,ClosedForestEvergreenNeedle,12
214,214,Pico de Orizaba,Mexico_214,197.495257179655,1937,3,II,National Park,198.046826455158,North America,Mexico,12502,23,1083.2255859375,3,0.144292533397675,29,15.9992475509644,3849.25903320313,6.06581449508667,182.423965454102,0.00680778454989195,1846.04797363281,Polar,Tropical & Subtropical Coniferous Forests,TMN,OpenForestOther,86
21613,21613,Douglas-Fir I,United States of America_21613,2.34634576615319,,2,Ib,No recommendation,2.34735252228177,North America,United States of America,12509,23,274.358062744141,5,0.0668877139687538,9,27.3914756774902,322.407897949219,11.0643711090088,141.659194946289,0,3489.97314453125,Temperate,Temperate Conifer Forests,TMN,ClosedForestEvergreenNeedle,
217,217,Cofre de Perote o Nauhcampatépetl,Mexico_217,115.292922799433,1937,3,II,National Park,115.637623439783,North America,Mexico,12515,24,1127.85119628906,3,0.260434210300446,12,17.4343376159668,3316.78491210938,8.02848815917969,154.807098388672,0.00472777942195535,2830.88256835938,Temperate,Tropical & Subtropical Coniferous Forests,THN,OpenForestOther,86
2174,2174,Pulau Seho,NA_2174,13.2663523276847,,1,Ia,Nature Reserve,13.3555429016161,"","",12517,21,153.717193603516,1,0.170974120497704,1,28.280460357666,223.312652587891,26.3448429107666,138.846618652344,0,4973.08984375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,SHN,ClosedForestEvergreenBroad,
2186,2186,Reserva Biológica Augusto Ruschi,Brazil_2186,35.6229910947802,1982,1,Ia,Biological Reserve,35.8075050886051,South America,Brazil,12530,12,291.145385742188,1,0.0744966864585877,14,28.6943035125732,739.974914550781,19.8586769104004,110.755737304688,0.000264565285760909,4406.8896484375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THD,ClosedForestEvergreenBroad,41
219,219,Lagunas de Chacahua,Mexico_219,149.005296715846,1937,3,II,National Park,149.520192844667,North America,Mexico,12538,8,289.663116455078,2,0.344196915626526,3,32.347526550293,22.0240993499756,27.5475425720215,87.4975128173828,0.00465394370257855,3651.15869140625,Tropical,Tropical & Subtropical Dry Broadleaf Forests,SMD,ClosedForestEvergreenBroad,86
2190,2190,Washington Slagbaai Park,NA_2190,42.4551047018144,1969,3,II,Park,42.7153799591118,"","",12539,,114.792175292969,13,0.224101856350899,6,28.8607368469238,73.5702133178711,26.6641292572022,40.1143417358399,0,2555.1396484375,Arid,Deserts & Xeric Shrublands,"",Shrubs,54
2198,2198,El Rosario,Guatemala_2198,11.1335416518553,1980,3,II,National Park,11.1708092887974,North America,Guatemala,12541,24,974.059692382813,1,0.326178669929504,2,36.6215209960938,125.247177124023,26.3905963897705,149.336029052734,0.00602664891630411,5292.35400390625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,43
22,22,Los Arrayanes,Argentina_22,17.8667414509144,1971,3,II,National Park,17.8443519153811,South America,Argentina,12542,23,111.866607666016,4,0.0890056490898132,15,23.2534618377686,812.629760742188,8.53577995300293,133.266738891602,0.000309375289361924,2728.9599609375,Temperate,Temperate Broadleaf & Mixed Forests,TMN,ClosedForestEvergreenBroad,52
220,220,Lagunas de Montebello,Mexico_220,64.1280620716559,1959,3,II,National Park,64.349626379712,North America,Mexico,12543,24,792.065612792969,1,0.257436215877533,12,26.6694488525391,1531.46240234375,18.3716850280762,133.773391723633,0.00288402033038437,3722.98022460938,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,64
2200,2200,Castries and Dennery Waterworks Reserve and Marquis,NA_2200,91.9324990578019,1916,3,II,Protected Forest / Forest Reserve,92.4807344271669,"","",12544,21,134.53596496582,1,0.354703903198242,1,28.7510929107666,309.389556884766,25.2364883422852,163.189834594727,0,4364.4609375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,SHN,ClosedForestEvergreenBroad,107
221,221,Constitución de 1857,Mexico_221,50.1092730516806,1962,3,II,National Park,50.144399390135,North America,Mexico,12584,19,322.913696289063,5,0.0118776569142938,7,31.9296188354492,1656.91357421875,13.8274698257446,19.8706665039063,0.00266578164882958,1788.01745605469,Arid,Temperate Conifer Forests,SLN,Shrubs,61
2214,2214,Barra Honda,Costa Rica_2214,22.9556735018398,1974,3,II,National Park,23.0489190058156,North America,Costa Rica,12585,11,646.209289550781,2,0.285009980201721,3,36.0578346252441,233.036926269531,26.3211154937744,188.111419677734,0.00336343050003052,5084.1396484375,Tropical,Tropical & Subtropical Dry Broadleaf Forests,TMD,ClosedForestEvergreenBroad,49
2215,2215,Parque Nacional De Anavilhanas,Brazil_2215,3502.37626471181,1981,3,II,Park,3525.88226297728,South America,Brazil,12586,24,284.085662841797,1,0.0168501865118742,1,34.6074180603027,40.2641181945801,26.8992595672607,198.431579589844,0.00053407228551805,3054.84448242188,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,42
2216,2216,Estação Ecológica De Aracuri-Esmeralda,Brazil_2216,2.76977531976276,1981,1,Ia,Ecological Station,2.78009838625029,South America,Brazil,12587,24,1141.09252929688,1,0.133996427059174,15,27.1093063354492,916.78369140625,16.616771697998,155.36328125,0.00111995835322887,4060.458984375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,42
2218,2218,Estação Ecológica De Maracá,Brazil_2218,1035.19196257371,1981,1,Ia,Ecological Station,1042.11989251768,South America,Brazil,12588,24,241.631652832031,1,0.00295639410614967,2,35.9618949890137,101.150733947754,26.9198246002197,131.340667724609,0.000336637400323525,4886.724609375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,42
