tier,filter_call,cutoff,max_inner_edge,mesh_id,n_vertices,all_converged,p_d_hessian,response,divisor,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response
climatic_region_Temperate,climatic_region == 'Temperate',20,1000,mesh_1,31642,TRUE,8,evi_coef,3,-407669.427113269,122233,-3.33518302842333,cv_climatic_region_Temperate_mesh_1_grid,builds/cv_models/cv_climatic_region_Temperate_mesh_1_grid.Rds,EVI Trend
climatic_region_Temperate,climatic_region == 'Temperate',320,1000,mesh_5,1475,TRUE,8,evi_coef,3,-437937.824890765,122233,-3.58281171934555,cv_climatic_region_Temperate_mesh_5_grid,builds/cv_models/cv_climatic_region_Temperate_mesh_5_grid.Rds,EVI Trend
olson_biome_Temperate Broadleaf & Mixed Forests,olson_biome == 'Temperate Broadleaf & Mixed Forests',20,1000,mesh_1,21049,TRUE,8,evi_coef,2,-364806.599415463,112444,-3.24434028863668,cv_olson_biome_Temperate_Broadleaf_&_Mixed_Forests_mesh_1_grid,builds/cv_models/cv_olson_biome_Temperate_Broadleaf_&_Mixed_Forests_mesh_1_grid.Rds,EVI Trend
olson_biome_Temperate Broadleaf & Mixed Forests,olson_biome == 'Temperate Broadleaf & Mixed Forests',40,1000,mesh_2,8379,TRUE,8,evi_coef,2,-372402.087516291,112444,-3.31188936284987,cv_olson_biome_Temperate_Broadleaf_&_Mixed_Forests_mesh_2_grid,builds/cv_models/cv_olson_biome_Temperate_Broadleaf_&_Mixed_Forests_mesh_2_grid.Rds,EVI Trend
olson_biome_Temperate Conifer Forests,olson_biome == 'Temperate Conifer Forests',20,1000,mesh_1,13106,TRUE,8,evi_coef,1,-461531.386998122,133664,-3.45292215554017,cv_olson_biome_Temperate_Conifer_Forests_mesh_1_grid,builds/cv_models/cv_olson_biome_Temperate_Conifer_Forests_mesh_1_grid.Rds,EVI Trend
olson_biome_Temperate Conifer Forests,olson_biome == 'Temperate Conifer Forests',40,1000,mesh_2,4753,TRUE,8,evi_coef,1,-474478.705670339,133664,-3.54978682121094,cv_olson_biome_Temperate_Conifer_Forests_mesh_2_grid,builds/cv_models/cv_olson_biome_Temperate_Conifer_Forests_mesh_2_grid.Rds,EVI Trend
olson_biome_Temperate Conifer Forests,olson_biome == 'Temperate Conifer Forests',80,1000,mesh_3,1918,TRUE,8,evi_coef,1,-484216.799614407,133664,-3.62264184533163,cv_olson_biome_Temperate_Conifer_Forests_mesh_3_grid,builds/cv_models/cv_olson_biome_Temperate_Conifer_Forests_mesh_3_grid.Rds,EVI Trend
olson_biome_Temperate Conifer Forests,olson_biome == 'Temperate Conifer Forests',160,1000,mesh_4,938,FALSE,7,evi_coef,1,-492518.730274147,133664,-3.6847522913735,cv_olson_biome_Temperate_Conifer_Forests_mesh_4_grid,builds/cv_models/cv_olson_biome_Temperate_Conifer_Forests_mesh_4_grid.Rds,EVI Trend
"olson_biome_Temperate Grasslands, Savannas & Shrublands","olson_biome == 'Temperate Grasslands, Savannas & Shrublands'",20,1000,mesh_1,16777,TRUE,8,evi_coef,2,-298475.986440062,102746,-2.90498887002961,"cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_1_grid","builds/cv_models/cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_1_grid.Rds",EVI Trend
"olson_biome_Temperate Grasslands, Savannas & Shrublands","olson_biome == 'Temperate Grasslands, Savannas & Shrublands'",40,1000,mesh_2,6543,TRUE,8,evi_coef,2,-305219.87737459,102746,-2.9706254002549,"cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_2_grid","builds/cv_models/cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_2_grid.Rds",EVI Trend
"olson_biome_Temperate Grasslands, Savannas & Shrublands","olson_biome == 'Temperate Grasslands, Savannas & Shrublands'",80,1000,mesh_3,2919,TRUE,8,evi_coef,2,-313577.145422263,102746,-3.05196450881069,"cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_3_grid","builds/cv_models/cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_3_grid.Rds",EVI Trend
"olson_biome_Temperate Grasslands, Savannas & Shrublands","olson_biome == 'Temperate Grasslands, Savannas & Shrublands'",160,1000,mesh_4,1651,TRUE,8,evi_coef,2,-321884.154335646,102746,-3.1328144583307,"cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_4_grid","builds/cv_models/cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_4_grid.Rds",EVI Trend
"olson_biome_Temperate Grasslands, Savannas & Shrublands","olson_biome == 'Temperate Grasslands, Savannas & Shrublands'",320,1000,mesh_5,1235,TRUE,8,evi_coef,2,-331493.419742168,102746,-3.22633893039308,"cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_5_grid","builds/cv_models/cv_olson_biome_Temperate_Grasslands,_Savannas_&_Shrublands_mesh_5_grid.Rds",EVI Trend
climatic_region_Tropical,climatic_region == 'Tropical',20,1000,mesh_1,40951,TRUE,8,evi_coef,8,-383496.185998258,107762,-3.55873300419683,cv_climatic_region_Tropical_mesh_1_grid,builds/cv_models/cv_climatic_region_Tropical_mesh_1_grid.Rds,EVI Trend
climatic_region_Tropical,climatic_region == 'Tropical',40,1000,mesh_2,15388,TRUE,8,evi_coef,8,-386734.980600522,107762,-3.58878807557879,cv_climatic_region_Tropical_mesh_2_grid,builds/cv_models/cv_climatic_region_Tropical_mesh_2_grid.Rds,EVI Trend
climatic_region_Tropical,climatic_region == 'Tropical',320,1000,mesh_5,1006,TRUE,8,evi_coef,8,-404939.181081903,107762,-3.75771775841115,cv_climatic_region_Tropical_mesh_5_grid,builds/cv_models/cv_climatic_region_Tropical_mesh_5_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Coniferous Forests,olson_biome == 'Tropical & Subtropical Coniferous Forests',20,1000,mesh_1,3422,TRUE,8,evi_coef,1,-68125.793518545,22511,-3.02633350444427,cv_olson_biome_Tropical_&_Subtropical_Coniferous_Forests_mesh_1_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Coniferous_Forests_mesh_1_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Coniferous Forests,olson_biome == 'Tropical & Subtropical Coniferous Forests',40,1000,mesh_2,1601,TRUE,8,evi_coef,1,-70146.6720102992,22511,-3.11610643731061,cv_olson_biome_Tropical_&_Subtropical_Coniferous_Forests_mesh_2_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Coniferous_Forests_mesh_2_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Coniferous Forests,olson_biome == 'Tropical & Subtropical Coniferous Forests',80,1000,mesh_3,886,TRUE,8,evi_coef,1,-72199.5381023169,22511,-3.20730034660019,cv_olson_biome_Tropical_&_Subtropical_Coniferous_Forests_mesh_3_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Coniferous_Forests_mesh_3_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Coniferous Forests,olson_biome == 'Tropical & Subtropical Coniferous Forests',320,1000,mesh_5,539,FALSE,7,evi_coef,1,-74887.031563664,22511,-3.32668613405286,cv_olson_biome_Tropical_&_Subtropical_Coniferous_Forests_mesh_5_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Coniferous_Forests_mesh_5_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Dry Broadleaf Forests,olson_biome == 'Tropical & Subtropical Dry Broadleaf Forests',20,1000,mesh_1,6894,TRUE,8,evi_coef,1,-162994.613706516,48077,-3.39028254064346,cv_olson_biome_Tropical_&_Subtropical_Dry_Broadleaf_Forests_mesh_1_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Dry_Broadleaf_Forests_mesh_1_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Dry Broadleaf Forests,olson_biome == 'Tropical & Subtropical Dry Broadleaf Forests',40,1000,mesh_2,3017,TRUE,8,evi_coef,1,-168168.94844736,48077,-3.49790853105143,cv_olson_biome_Tropical_&_Subtropical_Dry_Broadleaf_Forests_mesh_2_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Dry_Broadleaf_Forests_mesh_2_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Dry Broadleaf Forests,olson_biome == 'Tropical & Subtropical Dry Broadleaf Forests',320,1000,mesh_5,659,TRUE,8,evi_coef,1,-177743.940573489,48077,-3.6970680486197,cv_olson_biome_Tropical_&_Subtropical_Dry_Broadleaf_Forests_mesh_5_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Dry_Broadleaf_Forests_mesh_5_grid.Rds,EVI Trend
"olson_biome_Tropical & Subtropical Grasslands, Savannas & Shrublands","olson_biome == 'Tropical & Subtropical Grasslands, Savannas & Shrublands'",20,1000,mesh_1,33015,TRUE,8,evi_coef,6,-343458.613234919,107340,-3.19972622726773,"cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_1_grid","builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_1_grid.Rds",EVI Trend
"olson_biome_Tropical & Subtropical Grasslands, Savannas & Shrublands","olson_biome == 'Tropical & Subtropical Grasslands, Savannas & Shrublands'",40,1000,mesh_2,11673,TRUE,8,evi_coef,6,-348542.494647048,107340,-3.24708864027434,"cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_2_grid","builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_2_grid.Rds",EVI Trend
"olson_biome_Tropical & Subtropical Grasslands, Savannas & Shrublands","olson_biome == 'Tropical & Subtropical Grasslands, Savannas & Shrublands'",80,1000,mesh_3,4141,TRUE,8,evi_coef,6,-355119.651107492,107340,-3.3083626896543,"cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_3_grid","builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_3_grid.Rds",EVI Trend
"olson_biome_Tropical & Subtropical Grasslands, Savannas & Shrublands","olson_biome == 'Tropical & Subtropical Grasslands, Savannas & Shrublands'",160,1000,mesh_4,1691,TRUE,8,evi_coef,6,-363077.60010725,107340,-3.38250046680874,"cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_4_grid","builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_4_grid.Rds",EVI Trend
"olson_biome_Tropical & Subtropical Grasslands, Savannas & Shrublands","olson_biome == 'Tropical & Subtropical Grasslands, Savannas & Shrublands'",320,1000,mesh_5,915,FALSE,6,evi_coef,6,-369757.905179713,107340,-3.44473546841544,"cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_5_grid","builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands_mesh_5_grid.Rds",EVI Trend
olson_biome_Tropical & Subtropical Moist Broadleaf Forests,olson_biome == 'Tropical & Subtropical Moist Broadleaf Forests',20,1000,mesh_1,35856,TRUE,8,evi_coef,5,-423966.589951767,119158,-3.55802035911787,cv_olson_biome_Tropical_&_Subtropical_Moist_Broadleaf_Forests_mesh_1_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Moist_Broadleaf_Forests_mesh_1_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Moist Broadleaf Forests,olson_biome == 'Tropical & Subtropical Moist Broadleaf Forests',40,1000,mesh_2,12653,TRUE,8,evi_coef,5,-430239.494417027,119158,-3.61066394549277,cv_olson_biome_Tropical_&_Subtropical_Moist_Broadleaf_Forests_mesh_2_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Moist_Broadleaf_Forests_mesh_2_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Moist Broadleaf Forests,olson_biome == 'Tropical & Subtropical Moist Broadleaf Forests',80,1000,mesh_3,4567,TRUE,8,evi_coef,5,-437226.984303436,119158,-3.66930448902664,cv_olson_biome_Tropical_&_Subtropical_Moist_Broadleaf_Forests_mesh_3_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Moist_Broadleaf_Forests_mesh_3_grid.Rds,EVI Trend
olson_biome_Tropical & Subtropical Moist Broadleaf Forests,olson_biome == 'Tropical & Subtropical Moist Broadleaf Forests',160,1000,mesh_4,1909,TRUE,8,evi_coef,5,-444635.539096787,119158,-3.73147870136111,cv_olson_biome_Tropical_&_Subtropical_Moist_Broadleaf_Forests_mesh_4_grid,builds/cv_models/cv_olson_biome_Tropical_&_Subtropical_Moist_Broadleaf_Forests_mesh_4_grid.Rds,EVI Trend
olson_biome_Tundra,olson_biome == 'Tundra',20,1000,mesh_1,16187,TRUE,8,evi_coef,1,-584537.591312067,181287,-3.22437676894684,cv_olson_biome_Tundra_mesh_1_grid,builds/cv_models/cv_olson_biome_Tundra_mesh_1_grid.Rds,EVI Trend
olson_biome_Tundra,olson_biome == 'Tundra',80,1000,mesh_3,2019,FALSE,3,evi_coef,1,-621634.563272602,181287,-3.42900794470978,cv_olson_biome_Tundra_mesh_3_grid,builds/cv_models/cv_olson_biome_Tundra_mesh_3_grid.Rds,EVI Trend
olson_biome_Tundra,olson_biome == 'Tundra',160,1000,mesh_4,839,TRUE,8,evi_coef,1,-633154.858539401,181287,-3.49255522204792,cv_olson_biome_Tundra_mesh_4_grid,builds/cv_models/cv_olson_biome_Tundra_mesh_4_grid.Rds,EVI Trend
olson_biome_Tundra,olson_biome == 'Tundra',320,1000,mesh_5,468,TRUE,8,evi_coef,1,-643747.793733356,181287,-3.55098707427094,cv_olson_biome_Tundra_mesh_5_grid,builds/cv_models/cv_olson_biome_Tundra_mesh_5_grid.Rds,EVI Trend
super_biome_cold_short,super_biome == 'cold_short',20,1000,mesh_1,36815,TRUE,8,evi_coef,5,-353200.533564484,115060,-3.06970740104714,cv_super_biome_cold_short_mesh_1_grid,builds/cv_models/cv_super_biome_cold_short_mesh_1_grid.Rds,EVI Trend
super_biome_cold_short,super_biome == 'cold_short',40,1000,mesh_2,13427,TRUE,8,evi_coef,5,-357307.047831234,115060,-3.10539759978476,cv_super_biome_cold_short_mesh_2_grid,builds/cv_models/cv_super_biome_cold_short_mesh_2_grid.Rds,EVI Trend
super_biome_cold_tall,super_biome == 'cold_tall',20,1000,mesh_1,39552,TRUE,8,evi_coef,8,-374496.76767267,101025,-3.70697122170423,cv_super_biome_cold_tall_mesh_1_grid,builds/cv_models/cv_super_biome_cold_tall_mesh_1_grid.Rds,EVI Trend
super_biome_cold_tall,super_biome == 'cold_tall',40,1000,mesh_2,14932,TRUE,8,evi_coef,8,-377245.678986588,101025,-3.73418143020627,cv_super_biome_cold_tall_mesh_2_grid,builds/cv_models/cv_super_biome_cold_tall_mesh_2_grid.Rds,EVI Trend
super_biome_cold_tall,super_biome == 'cold_tall',80,1000,mesh_3,5455,TRUE,8,evi_coef,8,-381113.517953601,101025,-3.7724673888008,cv_super_biome_cold_tall_mesh_3_grid,builds/cv_models/cv_super_biome_cold_tall_mesh_3_grid.Rds,EVI Trend
super_biome_cold_tall,super_biome == 'cold_tall',160,1000,mesh_4,2280,TRUE,8,evi_coef,8,-385243.225716625,101025,-3.81334546613833,cv_super_biome_cold_tall_mesh_4_grid,builds/cv_models/cv_super_biome_cold_tall_mesh_4_grid.Rds,EVI Trend
super_biome_not_cold_short,super_biome == 'not_cold_short',20,1000,mesh_1,53336,TRUE,8,evi_coef,14,-297393.919479562,102193,-2.9101202575476,cv_super_biome_not_cold_short_mesh_1_grid,builds/cv_models/cv_super_biome_not_cold_short_mesh_1_grid.Rds,EVI Trend
super_biome_not_cold_short,super_biome == 'not_cold_short',40,1000,mesh_2,21282,TRUE,8,evi_coef,14,-297451.702631489,102193,-2.91068568915179,cv_super_biome_not_cold_short_mesh_2_grid,builds/cv_models/cv_super_biome_not_cold_short_mesh_2_grid.Rds,EVI Trend
super_biome_not_cold_short,super_biome == 'not_cold_short',80,1000,mesh_3,8064,TRUE,8,evi_coef,14,-301391.122521511,102193,-2.94923451235907,cv_super_biome_not_cold_short_mesh_3_grid,builds/cv_models/cv_super_biome_not_cold_short_mesh_3_grid.Rds,EVI Trend
super_biome_not_cold_short,super_biome == 'not_cold_short',160,1000,mesh_4,3310,TRUE,8,evi_coef,14,-307072.610862845,102193,-3.00483018272137,cv_super_biome_not_cold_short_mesh_4_grid,builds/cv_models/cv_super_biome_not_cold_short_mesh_4_grid.Rds,EVI Trend
super_biome_not_cold_short,super_biome == 'not_cold_short',320,1000,mesh_5,1709,TRUE,8,evi_coef,14,-314047.946343699,102193,-3.07308667270457,cv_super_biome_not_cold_short_mesh_5_grid,builds/cv_models/cv_super_biome_not_cold_short_mesh_5_grid.Rds,EVI Trend
super_biome_not_cold_tall,super_biome == 'not_cold_tall',20,1000,mesh_1,50159,TRUE,8,evi_coef,10,-386241.752430151,108606,-3.55635740594582,cv_super_biome_not_cold_tall_mesh_1_grid,builds/cv_models/cv_super_biome_not_cold_tall_mesh_1_grid.Rds,EVI Trend
super_biome_not_cold_tall,super_biome == 'not_cold_tall',40,1000,mesh_2,19849,TRUE,8,evi_coef,10,-388388.152072587,108606,-3.57612058332493,cv_super_biome_not_cold_tall_mesh_2_grid,builds/cv_models/cv_super_biome_not_cold_tall_mesh_2_grid.Rds,EVI Trend
super_biome_not_cold_tall,super_biome == 'not_cold_tall',320,1000,mesh_5,1586,TRUE,8,evi_coef,10,-404865.938248475,108606,-3.72784135543593,cv_super_biome_not_cold_tall_mesh_5_grid,builds/cv_models/cv_super_biome_not_cold_tall_mesh_5_grid.Rds,EVI Trend
full_dataset_yes,full_dataset == 'yes',20,1000,mesh_1,155543,TRUE,8,evi_coef,10,-1324212.06764304,390024,-3.39520662226695,cv_full_dataset_yes_mesh_1_grid,builds/cv_models/cv_full_dataset_yes_mesh_1_grid.Rds,EVI Trend
full_dataset_yes,full_dataset == 'yes',40,1000,mesh_2,57754,TRUE,8,evi_coef,10,-1331937.28657115,390024,-3.41501365703431,cv_full_dataset_yes_mesh_2_grid,builds/cv_models/cv_full_dataset_yes_mesh_2_grid.Rds,EVI Trend
full_dataset_yes,full_dataset == 'yes',80,1000,mesh_3,18555,TRUE,8,evi_coef,10,-1350965.71091433,390024,-3.46380148635552,cv_full_dataset_yes_mesh_3_grid,builds/cv_models/cv_full_dataset_yes_mesh_3_grid.Rds,EVI Trend
full_dataset_yes,full_dataset == 'yes',320,1000,mesh_5,2331,TRUE,8,evi_coef,10,-1394099.43071186,390024,-3.57439396219683,cv_full_dataset_yes_mesh_5_grid,builds/cv_models/cv_full_dataset_yes_mesh_5_grid.Rds,EVI Trend
